"id";"imdb_link";"title";"description";"imdb_score";"genre";"imdb_movie_poster"
114345;"http://www.imdb.com/title/tt114345";"The Scarlet Letter (1995)";"";5.2;"Drama|Romance";"https://images-na.ssl-images-amazon.com/images/M/MV5BMTk4MTg0NzMxMV5BMl5BanBnXkFtZTcwMDc4ODUyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
114369;"http://www.imdb.com/title/tt114369";"Se7en (1995)";"";8.6;"Crime|Drama|Mystery";"https://images-na.ssl-images-amazon.com/images/M/MV5BOTUwODM5MTctZjczMi00OTk4LTg3NWUtNmVhMTAzNTNjYjcyXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg"
114388;"http://www.imdb.com/title/tt114388";"Sense and Sensibility (1995)";"";7.7;"Drama|Romance";"https://images-na.ssl-images-amazon.com/images/M/MV5BNzk1MjU3MDQyMl5BMl5BanBnXkFtZTcwNjc1OTM2MQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
114435;"http://www.imdb.com/title/tt114435";"The Show (1995)";"";6.8;"Documentary|Music";"https://images-na.ssl-images-amazon.com/images/M/MV5BMTAwNDYwMTEzNzZeQTJeQWpwZ15BbWU3MDY2MTY2MjE@._V1_UY268_CR3,0,182,268_AL_.jpg"
114436;"http://www.imdb.com/title/tt114436";"Showgirls (1995)";"";4.6;"Drama";"https://images-na.ssl-images-amazon.com/images/M/MV5BNzcyMjExNjg3OF5BMl5BanBnXkFtZTgwOTY4Mjc1MDE@._V1_UX182_CR0,0,182,268_AL_.jpg"
114478;"http://www.imdb.com/title/tt114478";"Smoke (1995)";"";7.4;"Comedy|Drama";"https://images-na.ssl-images-amazon.com/images/M/MV5BMjUwYTdiYjItNTgzNS00MmQ3LWJlMDctODMyNTkxMjIxMDgwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_UY268_CR0,0,182,268_AL_.jpg"
114496;"http://www.imdb.com/title/tt114496";"Something to Talk About (1995)";"";5.7;"Comedy|Drama|Romance";"https://images-na.ssl-images-amazon.com/images/M/MV5BMTIzOTczNTM1MF5BMl5BanBnXkFtZTcwMDM5MDMyMQ@@._V1_UY268_CR8,0,182,268_AL_.jpg"
114500;"http://www.imdb.com/title/tt114500";"Sonic Outlaws (1995)";"";7.3;"Documentary";"https://images-na.ssl-images-amazon.com/images/M/MV5BMTk5OTU5MTgxM15BMl5BanBnXkFtZTcwNTMwMDgyMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg"
114508;"http://www.imdb.com/title/tt114508";"Species (1995)";"";5.8;"Action|Horror|Sci-Fi";"https://images-na.ssl-images-amazon.com/images/M/MV5BMjMyNTE0ODUzOF5BMl5BanBnXkFtZTcwNjY5NTk1NA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
114534;"http://www.imdb.com/title/tt114534";"The Stars Fell on Henrietta (1995)";"";6.5;"Drama";"https://images-na.ssl-images-amazon.com/images/M/MV5BMTU4NTYzMzIzMF5BMl5BanBnXkFtZTcwODk4MTkxMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
114558;"http://www.imdb.com/title/tt114558";"Strange Days (1995)";"";7.2;"Action|Crime|Drama";"https://images-na.ssl-images-amazon.com/images/M/MV5BMjQ2NTQ0NzgtODUzYy00NThlLWFhNDEtNjhkY2M0M2EwY2ZmXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX182_CR0,0,182,268_AL_.jpg"
114576;"http://www.imdb.com/title/tt114576";"Sudden Death (1995)";"";5.7;"Action|Crime|Thriller";"https://images-na.ssl-images-amazon.com/images/M/MV5BN2NjYWE5NjMtODlmZC00MjJhLWFkZTktYTJlZTI4YjVkMGNmXkEyXkFqcGdeQXVyNDc2NjEyMw@@._V1_UY268_CR0,0,182,268_AL_.jpg"
114618;"http://www.imdb.com/title/tt114618";"Target (1995)";"";7.8;"Drama";""
114663;"http://www.imdb.com/title/tt114663";"Three Wishes (1995)";"";6.2;"Drama|Fantasy";"https://images-na.ssl-images-amazon.com/images/M/MV5BMTYzMTYxODc2N15BMl5BanBnXkFtZTcwMTMzNjAwMQ@@._V1_UY268_CR7,0,182,268_AL_.jpg"
114666;"http://www.imdb.com/title/tt114666";"The Tie That Binds (1995)";"";5.0;"Crime|Drama|Thriller";"https://images-na.ssl-images-amazon.com/images/M/MV5BMTg1NDgxMzYyM15BMl5BanBnXkFtZTcwNzIyOTEyMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg"
114681;"http://www.imdb.com/title/tt114681";"To Die For (1995)";"";6.8;"Comedy|Crime|Drama";"https://images-na.ssl-images-amazon.com/images/M/MV5BNGZhYzgwNzItNDljNC00MDM4LThiYjEtNDRhNmE5NDk2MTQ0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
114682;"http://www.imdb.com/title/tt114682";"To Wong Foo Thanks for Everything, Julie Newmar (1995)";"";6.4;"Comedy|Drama";"https://images-na.ssl-images-amazon.com/images/M/MV5BMjEyNzgxNTk0OF5BMl5BanBnXkFtZTcwOTAzNjgyMQ@@._V1._CR2,3,261,413_UX182_CR0,0,182,268_AL_.jpg"
114702;"http://www.imdb.com/title/tt114702";"Total Eclipse (1995)";"";6.6;"Biography|Drama|Romance";"https://images-na.ssl-images-amazon.com/images/M/MV5BMjEyMTY0NDM2N15BMl5BanBnXkFtZTcwMjMzNDYxMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
114709;"http://www.imdb.com/title/tt114709";"Toy Story (1995)";"";8.3;"Animation|Adventure|Comedy";"https://images-na.ssl-images-amazon.com/images/M/MV5BMDU2ZWJlMjktMTRhMy00ZTA5LWEzNDgtYmNmZTEwZTViZWJkXkEyXkFqcGdeQXVyNDQ2OTk4MzI@._V1_UX182_CR0,0,182,268_AL_.jpg"
114746;"http://www.imdb.com/title/tt114746";"Twelve Monkeys (1995)";"";8.0;"Mystery|Sci-Fi|Thriller";"https://images-na.ssl-images-amazon.com/images/M/MV5BN2Y2OWU4MWMtNmIyMy00YzMyLWI0Y2ItMTcyZDc3MTdmZDU4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
114753;"http://www.imdb.com/title/tt114753";"Two Bits (1995)";"";6.3;"Drama";"https://images-na.ssl-images-amazon.com/images/M/MV5BOGE1NmM0MjYtZmJjYS00ODI5LWI0MjgtOGM2MTY3ZmIyNDZkXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_UX182_CR0,0,182,268_AL_.jpg"
114781;"http://www.imdb.com/title/tt114781";"Under Siege 2: Dark Territory (1995)";"";5.4;"Action|Thriller";"https://images-na.ssl-images-amazon.com/images/M/MV5BMmUxMDE0MTItMTRiMC00YzgwLTkwODItN2FkOTQ0MjNhY2QwXkEyXkFqcGdeQXVyMDEwMjgxNg@@._V1_UX182_CR0,0,182,268_AL_.jpg"
114798;"http://www.imdb.com/title/tt114798";"Unstrung Heroes (1995)";"";6.7;"Comedy|Drama";"https://images-na.ssl-images-amazon.com/images/M/MV5BMTY1ODY5NDUzMl5BMl5BanBnXkFtZTcwNDgwNjUyMQ@@._V1_UY268_CR5,0,182,268_AL_.jpg"
114805;"http://www.imdb.com/title/tt114805";"Unzipped (1995)";"";6.4;"Documentary";"https://images-na.ssl-images-amazon.com/images/M/MV5BMjAwODIwMTk2Nl5BMl5BanBnXkFtZTcwMzA4NDUyMQ@@._V1_UY268_CR1,0,182,268_AL_.jpg"
114814;"http://www.imdb.com/title/tt114814";"The Usual Suspects (1995)";"";8.6;"Crime|Drama|Mystery";"https://images-na.ssl-images-amazon.com/images/M/MV5BMzI1MjI5MDQyOV5BMl5BanBnXkFtZTcwNzE4Mjg3NA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
114885;"http://www.imdb.com/title/tt114885";"Waiting to Exhale (1995)";"";5.7;"Comedy|Drama|Romance";"https://images-na.ssl-images-amazon.com/images/M/MV5BMTczMTMyMTgyM15BMl5BanBnXkFtZTcwOTc4OTQyMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg"
114887;"http://www.imdb.com/title/tt114887";"A Walk in the Clouds (1995)";"";6.6;"Drama|Romance";"https://images-na.ssl-images-amazon.com/images/M/MV5BNjg3OTQzOTM5MF5BMl5BanBnXkFtZTYwNTY5NzY5._V1_UY268_CR2,0,182,268_AL_.jpg"
114898;"http://www.imdb.com/title/tt114898";"Waterworld (1995)";"";6.1;"Action|Adventure|Sci-Fi";"https://images-na.ssl-images-amazon.com/images/M/MV5BYzE4NTRmMDYtNWYzYi00YmNkLTk4NDEtYjFmMDc4ODQ3ODY2XkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_UX182_CR0,0,182,268_AL_.jpg"
114916;"http://www.imdb.com/title/tt114916";"When Night Is Falling (1995)";"";6.7;"Drama|Romance";"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI2OTU5MDMzN15BMl5BanBnXkFtZTcwMTkxNTEzMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg"
114928;"http://www.imdb.com/title/tt114928";"White Man's Burden (1995)";"";5.2;"Drama|Thriller";"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI2ODY1ODcwMl5BMl5BanBnXkFtZTcwNzYzNzUxMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg"
114938;"http://www.imdb.com/title/tt114938";"Wild Bill (1995)";"";5.9;"Action|Biography|Western";"https://images-na.ssl-images-amazon.com/images/M/MV5BMjI0MjI4NDkyOF5BMl5BanBnXkFtZTcwNzQ0NTg3NA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
114952;"http://www.imdb.com/title/tt114952";"Wings of Courage (1995)";"";6.5;"Adventure|Romance";"https://images-na.ssl-images-amazon.com/images/M/MV5BMTc3ODY1MjA3OF5BMl5BanBnXkFtZTcwODgzOTgyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
115012;"http://www.imdb.com/title/tt115012";"Yao a yao, yao dao wai po qiao (1995)";"";7.2;"Crime|Drama|Romance";"https://images-na.ssl-images-amazon.com/images/M/MV5BMTgyMzAwOTQyNF5BMl5BanBnXkFtZTcwNDU1MjgxMQ@@._V1_UY268_CR1,0,182,268_AL_.jpg"
115683;"http://www.imdb.com/title/tt115683";"Bio-Dome (1996)";"";4.4;"Comedy";"https://images-na.ssl-images-amazon.com/images/M/MV5BYzY0ZjI0NTUtNDE4Yi00OGU2LWExZDMtNTY1MTM3ZWE3MzEyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
115685;"http://www.imdb.com/title/tt115685";"The Birdcage (1996)";"";7.0;"Comedy";"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM2NjExODYyOF5BMl5BanBnXkFtZTcwNTc0NjgyNA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
116126;"http://www.imdb.com/title/tt116126";"Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996)";"";6.6;"Comedy|Crime";"https://images-na.ssl-images-amazon.com/images/M/MV5BY2NmM2M2MWItNjdlMC00ZWI3LTkwODUtZDNkYWZjYjgzZjY3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
116130;"http://www.imdb.com/title/tt116130";"Down Periscope (1996)";"";6.0;"Comedy";"https://images-na.ssl-images-amazon.com/images/M/MV5BMjA0NTE0ODE0Ml5BMl5BanBnXkFtZTcwNjMxMzUyMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg"
116260;"http://www.imdb.com/title/tt116260";"Eye for an Eye (1996)";"";6.1;"Crime|Drama|Thriller";"https://images-na.ssl-images-amazon.com/images/M/MV5BMTUwMzc5NTk0NF5BMl5BanBnXkFtZTYwOTYyMzU5._V1_UX182_CR0,0,182,268_AL_.jpg"
116839;"http://www.imdb.com/title/tt116839";"Lawnmower Man 2: Beyond Cyberspace (1996)";"";2.4;"Action|Sci-Fi|Thriller";"https://images-na.ssl-images-amazon.com/images/M/MV5BZGI0ZDZhOGUtZDZiOS00NWE2LThjNzQtYzI3ZGFjODUwZjlkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
118002;"http://www.imdb.com/title/tt118002";"Two If by Sea (1996)";"";5.2;"Comedy|Crime|Romance";"https://images-na.ssl-images-amazon.com/images/M/MV5BMTY5MDcxNjY5MV5BMl5BanBnXkFtZTYwNDMxMTk5._V1_UX182_CR0,0,182,268_AL_.jpg"
118055;"http://www.imdb.com/title/tt118055";"Up Close & Personal (1996)";"";6.1;"Drama|Romance";"https://images-na.ssl-images-amazon.com/images/M/MV5BODQ1NDAyMTExMV5BMl5BanBnXkFtZTcwNDIwMDIyMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg"
